net,length_um
_04978_,33.64
_03746_,33.63
_00874_,33.62
_03841_,33.62
_10321_,33.62
_16033_,33.6
_07491_,33.58
_12339_,33.56
_18278_,33.56
_00975_,33.54
_02120_,33.52
_06305_,33.52
_12875_,33.52
_07262_,33.5
_17356_,33.5
_15485_,33.48
_06719_,33.46
_12111_,33.46
_17941_,33.46
_11050_,33.44
_02752_,33.42
_03898_,33.42
_02304_,33.4
_11348_,33.38
_12491_,33.36
_13541_,33.34
_01235_,33.33
_08943_,33.31
_00600_,33.3
_12621_,33.3
_02357_,33.28
_13287_,33.26
_17262_,33.26
_03866_,33.22
_12619_,33.22
_08247_,33.18
_09013_,33.18
_11290_,33.18
_01429_,33.17
_06685_,33.16
_10144_,33.16
_01822_,33.12
_05647_,33.1
u_gain3\[11\],33.08
_04253_,33.06
_11821_,33.06
_16778_,33.06
_01751_,33.04
_07793_,33.04
_08538_,33.04
_00650_,33.02
_00956_,33.02
_12216_,33.02
_12272_,33
_00129_,32.99
_08352_,32.98
_02839_,32.96
_03256_,32.96
_05156_,32.96
_09400_,32.92
_02070_,32.915
_10955_,32.9
_15526_,32.9
_16131_,32.9
_08324_,32.88
_07842_,32.87
_16039_,32.86
_00960_,32.84
_01061_,32.84
_02983_,32.84
_04463_,32.84
_07438_,32.84
_07504_,32.84
_14461_,32.84
_14597_,32.84
_03436_,32.82
_14386_,32.815
_08124_,32.8
_09332_,32.8
_16812_,32.8
_03890_,32.77
_06203_,32.76
_08521_,32.76
data_reg\[25\]\[4\],32.74
_09121_,32.72
_10171_,32.68
_13904_,32.68
_03657_,32.64
_10260_,32.64
address\[2\],32.64
_12079_,32.62
data_reg\[11\]\[0\],32.605
_05123_,32.6
_15859_,32.58
_04548_,32.56
_08276_,32.56
_08291_,32.56
_15858_,32.52
_03711_,32.5
_12297_,32.5
_13149_,32.5
_15603_,32.5
_17548_,32.48
_04985_,32.46
_12028_,32.46
_17006_,32.46
_11803_,32.44
_18036_,32.44
_01835_,32.42
_03506_,32.42
_10362_,32.42
_17412_,32.42
_09373_,32.4
_09821_,32.4
_11911_,32.38
_06191_,32.365
_04398_,32.36
_12690_,32.36
data_reg\[1\]\[7\],32.36
_01934_,32.34
_03495_,32.34
_11135_,32.34
_14520_,32.34
_02275_,32.32
_00614_,32.3
_01012_,32.3
_05302_,32.3
_08644_,32.3
_11145_,32.28
_01943_,32.26
_02336_,32.22
_02513_,32.22
_12600_,32.22
_05805_,32.2
_13753_,32.19
_07098_,32.18
_12589_,32.18
_14108_,32.18
_10819_,32.16
_03294_,32.145
_17326_,32.135
_16140_,32.12
_18176_,32.12
_17964_,32.1
_12769_,32.08
u_gain2\[23\],32.07
_07775_,32.06
_11388_,32.06
_15995_,32.06
_17168_,32.06
_17716_,32.06
_05312_,32.04
_10440_,32.02
_00725_,32
_08252_,32
_16869_,31.995
_08659_,31.98
_14886_,31.96
_17545_,31.92
_12462_,31.9
_06257_,31.88
_08256_,31.88
_09037_,31.88
_09585_,31.88
_10225_,31.88
_16850_,31.88
_06822_,31.86
_12385_,31.86
data_reg\[25\]\[5\],31.86
_05053_,31.85
_00808_,31.82
_12789_,31.81
_06816_,31.8
_08805_,31.8
_05351_,31.74
_13055_,31.72
data_reg\[11\]\[6\],31.705
_02337_,31.7
_16531_,31.7
_02506_,31.68
_02226_,31.66
_06280_,31.66
_11786_,31.64
_16405_,31.64
_12947_,31.6
_03770_,31.58
_07669_,31.58
_06015_,31.54
_06222_,31.52
_17621_,31.5
_07796_,31.48
_08771_,31.48
_08775_,31.48
_08909_,31.48
_10248_,31.48
_13490_,31.48
_16946_,31.48
_02630_,31.46
_06568_,31.46
_07593_,31.46
_11898_,31.46
_13704_,31.46
_16251_,31.46
_17081_,31.46
_15284_,31.44
data_reg\[25\]\[7\],31.43
_02099_,31.42
_02961_,31.42
_10928_,31.42
_02255_,31.4
_12850_,31.4
_15030_,31.4
_16979_,31.4
_08987_,31.395
_01840_,31.38
_02140_,31.38
_02315_,31.38
_03520_,31.38
_07025_,31.36
_08745_,31.36
_15687_,31.36
_16132_,31.36
_16893_,31.36
_18083_,31.36
_01071_,31.32
_01174_,31.32
_07420_,31.32
_08327_,31.32
_10926_,31.3
_12920_,31.3
_14078_,31.3
_15329_,31.3
_17975_,31.3
_03057_,31.28
_07921_,31.26
_00574_,31.24
_00997_,31.24
_04524_,31.24
_10183_,31.24
_14558_,31.24
_16786_,31.24
_09475_,31.23
_04009_,31.22
_04358_,31.22
_10421_,31.22
_13087_,31.22
_09616_,31.215
_07072_,31.2
_12467_,31.2
_01047_,31.18
_04805_,31.18
_03228_,31.12
_16457_,31.1
_06586_,31.08
_00706_,31.04
_17015_,31
_13161_,30.96
_02822_,30.92
_05439_,30.92
_10835_,30.92
_13806_,30.92
_06965_,30.9
_17387_,30.88
_03685_,30.86
_16230_,30.86
clknet_leaf_48_clk,30.84
count\[3\],30.83
_14977_,30.815
_07523_,30.8
_08514_,30.8
_11522_,30.8
_09721_,30.78
_12826_,30.78
_14239_,30.78
_16845_,30.78
u_gain3\[23\],30.78
_02544_,30.76
_13282_,30.76
_09437_,30.74
_03979_,30.72
_10355_,30.72
_17772_,30.72
_07280_,30.7
_10148_,30.7
_15786_,30.7
_12416_,30.68
_17211_,30.68
_04042_,30.66
_07540_,30.66
_08922_,30.66
_15953_,30.66
_02857_,30.64
_17402_,30.64
_02963_,30.62
_08351_,30.62
_08940_,30.62
_10239_,30.62
_16237_,30.62
_16990_,30.615
_04281_,30.58
_04649_,30.56
_08258_,30.56
_08779_,30.56
_09431_,30.56
_00842_,30.54
_11199_,30.54
_01503_,30.52
_03601_,30.52
_09242_,30.52
_09679_,30.52
_14641_,30.52
_05748_,30.5
_09365_,30.5
_10812_,30.5
_14635_,30.5
_15259_,30.48
_18148_,30.47
_16797_,30.46
_16865_,30.46
_00809_,30.44
_06162_,30.44
_13740_,30.44
_09752_,30.42
_10194_,30.42
_13199_,30.42
_03908_,30.395
_06248_,30.39
_02855_,30.38
_12588_,30.38
_15534_,30.38
_08366_,30.365
_03299_,30.36
_11688_,30.36
_10527_,30.32
_13290_,30.32
_14012_,30.32
_15753_,30.32
_00872_,30.3
_02771_,30.3
_08609_,30.3
data_reg\[11\]\[4\],30.3
_05088_,30.28
_06333_,30.28
_09232_,30.28
_13666_,30.28
_13929_,30.28
_17558_,30.28
_05883_,30.26
data_reg\[1\]\[2\],30.245
_08574_,30.24
_16327_,30.24
_04102_,30.22
_02082_,30.2
_02487_,30.2
_05833_,30.2
_06776_,30.2
_07397_,30.2
_07561_,30.2
_10617_,30.2
_17242_,30.2
_10542_,30.18
clknet_leaf_47_clk,30.18
_01725_,30.175
u_gain3\[5\],30.16
_10210_,30.14
_11634_,30.14
_17386_,30.14
_01043_,30.12
_18078_,30.12
_10796_,30.1
_01134_,30.08
_01337_,30.08
_05921_,30.08
_04953_,30.06
_00559_,30.04
_06105_,30.02
_17869_,30.02
_17766_,30.01
_00457_,30
_17401_,30
_02943_,29.98
_10382_,29.98
_14312_,29.98
_15124_,29.98
_18467_,29.96
_01128_,29.94
_02191_,29.94
_04263_,29.94
_10913_,29.94
_17442_,29.94
_04407_,29.92
_06860_,29.92
_17579_,29.92
_04311_,29.88
_04752_,29.88
_14360_,29.86
_05531_,29.82
_13524_,29.82
_11959_,29.805
_04500_,29.8
_18377_,29.8
_01580_,29.77
_05597_,29.76
_03424_,29.74
_05416_,29.74
_06764_,29.74
_09230_,29.74
_10354_,29.74
_13482_,29.74
_17942_,29.74
_07769_,29.72
_16470_,29.72
_01950_,29.705
_07255_,29.7
_08899_,29.7
_01757_,29.68
_12320_,29.68
_06587_,29.66
_16292_,29.66
_05413_,29.64
_05452_,29.64
_10646_,29.64
_18370_,29.62
_15247_,29.61
_03200_,29.6
_09347_,29.6
_10785_,29.6
_02581_,29.58
_16201_,29.58
_00734_,29.56
_04171_,29.56
_00121_,29.525
_08872_,29.52
_15958_,29.52
_07614_,29.5
_11859_,29.5
_14788_,29.48
_02969_,29.46
_11865_,29.46
_06838_,29.44
_08145_,29.44
_08847_,29.44
_03758_,29.42
_12691_,29.42
_17804_,29.42
_03042_,29.4
_04921_,29.4
_06823_,29.4
_07110_,29.4
_08400_,29.4
_09714_,29.4
_09828_,29.4
_12140_,29.4
_13435_,29.4
_17173_,29.4
_05969_,29.36
_09076_,29.36
_09513_,29.36
_04095_,29.34
_09147_,29.34
_03319_,29.33
_06901_,29.32
_04553_,29.31
_04717_,29.3
_06415_,29.3
_07261_,29.3
_08985_,29.28
_07064_,29.26
_08918_,29.26
_18320_,29.26
_07875_,29.24
_08565_,29.24
_14248_,29.24
_14390_,29.24
_18179_,29.24
_01948_,29.22
_10457_,29.22
_05932_,29.21
_04653_,29.2
_14802_,29.2
_06984_,29.16
_14179_,29.16
_02806_,29.14
_04124_,29.14
_16825_,29.14
_16966_,29.14
_01073_,29.12
_16261_,29.12
_08811_,29.1
_11624_,29.08
_12733_,29.08
_17745_,29.08
_10252_,29.06
_13395_,29.06
_07272_,29.04
_10133_,29.04
_03308_,29.03
_00526_,29.02
_04671_,29.02
_14929_,29.02
_15203_,29.02
_18372_,29
_05045_,28.98
_10873_,28.98
_02590_,28.96
_13828_,28.96
_02021_,28.94
_08585_,28.94
_10557_,28.92
_07220_,28.915
_04236_,28.9
_08833_,28.9
_02124_,28.88
_04538_,28.88
_06919_,28.88
_03173_,28.86
data_reg\[4\]\[7\],28.86
_02365_,28.855
_11431_,28.84
_08742_,28.82
_09047_,28.82
_10063_,28.82
_03377_,28.8
_09757_,28.8
_14114_,28.8
_07301_,28.78
_08537_,28.78
_06554_,28.75
_05038_,28.74
_06569_,28.74
_09542_,28.74
_10731_,28.74
_11269_,28.74
_14350_,28.74
_08608_,28.72
_00847_,28.7
_01100_,28.7
_03735_,28.7
_04729_,28.7
_04905_,28.7
_04997_,28.7
clknet_leaf_54_clk,28.7
_02328_,28.69
_02629_,28.68
_06942_,28.68
_02492_,28.66
_04933_,28.66
_03865_,28.64
_08766_,28.64
_11060_,28.64
_06297_,28.635
_00764_,28.62
_00661_,28.61
_02883_,28.6
_06657_,28.6
_14082_,28.58
_16403_,28.58
_07880_,28.56
_16236_,28.56
_18399_,28.54
_02918_,28.52
_00973_,28.48
_05322_,28.48
_06971_,28.48
_17961_,28.48
_08713_,28.47
_15382_,28.46
_17563_,28.46
_10889_,28.44
_12072_,28.44
_00774_,28.42
_03159_,28.42
_05138_,28.42
_18102_,28.42
_00839_,28.415
_00434_,28.4
_13749_,28.4
_02631_,28.36
_05876_,28.36
_11713_,28.36
_12888_,28.36
_17481_,28.36
_17682_,28.36
_18021_,28.36
_08817_,28.34
_13463_,28.34
_18081_,28.34
_02384_,28.32
_03406_,28.32
_03855_,28.32
_04162_,28.32
_04430_,28.32
_05478_,28.32
_09062_,28.32
_12874_,28.32
_02480_,28.3
_15765_,28.3
_09362_,28.285
_03810_,28.28
_09461_,28.28
_13117_,28.28
_15707_,28.28
_16135_,28.28
_11091_,28.26
_17712_,28.26
_02780_,28.24
_03772_,28.24
_18207_,28.24
_12325_,28.22
_01901_,28.2
_04386_,28.2
_04492_,28.2
_18168_,28.2
_17440_,28.18
_02651_,28.155
_00130_,28.145
_02592_,28.14
_04915_,28.14
_05701_,28.14
_10243_,28.14
_17146_,28.14
_00928_,28.135
_10740_,28.12
_13186_,28.105
_09051_,28.1
_08010_,28.09
_03524_,28.08
_13316_,28.08
_02402_,28.06
_16410_,28.06
_07666_,28.02
_09650_,28.02
_16784_,28.02
_13720_,28
_00871_,27.98
_04193_,27.98
_05884_,27.98
_09032_,27.98
_12521_,27.98
_14121_,27.98
_16637_,27.96
_11508_,27.955
_04444_,27.95
_08016_,27.92
_16874_,27.92
_01096_,27.9
_12928_,27.9
_04483_,27.88
_11941_,27.88
_09368_,27.86
_06839_,27.84
_12343_,27.84
_12437_,27.84
_18423_,27.84
_02321_,27.82
_05894_,27.82
_13201_,27.82
_18057_,27.815
_06092_,27.8
_09074_,27.8
_10488_,27.8
_11181_,27.8
_16924_,27.8
_17067_,27.8
_05873_,27.78
_09358_,27.78
_12737_,27.78
_14470_,27.78
_10847_,27.76
_05061_,27.74
_03560_,27.72
_08690_,27.72
_16379_,27.72
_07483_,27.7
_13039_,27.7
_16088_,27.7
_00560_,27.695
_03516_,27.68
_04198_,27.68
_04402_,27.68
_08701_,27.68
_13921_,27.68
_05599_,27.66
_05610_,27.66
_10519_,27.66
_14822_,27.66
_15594_,27.66
_05775_,27.64
data_reg\[17\]\[4\],27.64
_08819_,27.63
_01058_,27.62
_08935_,27.62
_13634_,27.62
_16422_,27.62
u_gain2\[8\],27.6
_03100_,27.56
_09372_,27.56
_11571_,27.56
_16399_,27.56
_17669_,27.56
_02920_,27.54
_05220_,27.52
_15139_,27.52
_17042_,27.52
_17411_,27.52
_18264_,27.52
_09171_,27.48
_11559_,27.48
_16582_,27.48
_17201_,27.48
_10550_,27.46
_17338_,27.46
_01513_,27.44
_10833_,27.44
_16592_,27.44
_14138_,27.43
_11396_,27.42
_17049_,27.42
_05505_,27.4
_18226_,27.4
_16617_,27.395
_15823_,27.38
_10583_,27.37
_02168_,27.36
_11811_,27.36
_13820_,27.36
_17774_,27.36
_01446_,27.34
_06306_,27.34
_12406_,27.34
_13646_,27.335
_01686_,27.32
_04557_,27.32
_05771_,27.32
_10900_,27.32
_11250_,27.32
_07654_,27.305
_06723_,27.3
_13674_,27.3
_14560_,27.3
_05720_,27.28
_11289_,27.28
data_reg\[25\]\[6\],27.28
_00475_,27.275
_07632_,27.27
_05364_,27.26
_08266_,27.26
_05734_,27.25
_03525_,27.24
_07281_,27.24
_08312_,27.24
_13859_,27.24
_03886_,27.22
_13612_,27.22
_14400_,27.22
_15881_,27.2
_01115_,27.18
_03265_,27.18
_07185_,27.18
_08512_,27.18
_16416_,27.18
_17876_,27.18
_01189_,27.16
_16347_,27.16
_06920_,27.14
_09070_,27.14
_13669_,27.14
_15041_,27.14
_12531_,27.12
_12628_,27.12
_13009_,27.12
_13516_,27.12
_14442_,27.12
_00760_,27.1
_00823_,27.07
_03543_,27.06
_04753_,27.06
_08702_,27.06
_14348_,27.06
_18254_,27.05
_16074_,27.04
_02334_,27.03
_06706_,27.02
_11252_,27.02
_13333_,27.02
_13987_,27.02
_16423_,27.02
_10385_,27
_09228_,26.98
_13613_,26.98
_17637_,26.98
_07521_,26.96
_08022_,26.96
_09533_,26.96
_15913_,26.96
_02355_,26.955
_13118_,26.94
_06261_,26.9
_10562_,26.9
_02316_,26.88
_05606_,26.88
_13956_,26.88
_14607_,26.88
_14957_,26.88
_03038_,26.86
_07157_,26.86
_09068_,26.86
_16406_,26.86
_17571_,26.86
_03612_,26.855
_00718_,26.84
_01810_,26.84
_12241_,26.84
_13084_,26.84
_12626_,26.82
_04976_,26.78
_06210_,26.78
_11259_,26.78
_17645_,26.78
_18405_,26.78
_03335_,26.76
_08958_,26.75
_01188_,26.74
_05103_,26.74
_09086_,26.74
_11850_,26.74
_16362_,26.74
_03304_,26.72
_07874_,26.72
_05514_,26.7
_06208_,26.7
_16989_,26.7
_03529_,26.68
_08868_,26.66
_09502_,26.66
_13332_,26.66
_01296_,26.64
_02286_,26.64
_09677_,26.64
_12192_,26.64
_12554_,26.64
net51,26.64
_03522_,26.62
_13321_,26.6
_02990_,26.58
_04094_,26.58
_06702_,26.58
_12871_,26.58
_13274_,26.58
_11764_,26.56
_13368_,26.56
_14577_,26.56
_12636_,26.55
_03035_,26.54
_16540_,26.54
_17068_,26.54
_04630_,26.52
_15848_,26.52
_16678_,26.52
_16863_,26.52
_02464_,26.5
_16622_,26.49
_02518_,26.48
_04206_,26.48
_04210_,26.48
_06536_,26.48
_05044_,26.46
_09439_,26.46
_18161_,26.46
_00904_,26.44
_01506_,26.44
_02376_,26.44
_07078_,26.44
_16098_,26.44
data_reg\[1\]\[4\],26.44
_01291_,26.42
_16304_,26.42
_03361_,26.4
_03964_,26.4
_13495_,26.4
_06560_,26.38
_00113_,26.365
_04146_,26.36
_04614_,26.36
_07549_,26.36
_08453_,26.36
_08650_,26.34
_16583_,26.34
_01802_,26.32
_08806_,26.32
_11111_,26.32
_18461_,26.32
_05393_,26.3
_11427_,26.3
_15784_,26.3
_03923_,26.28
_04153_,26.28
_05336_,26.28
_13275_,26.28
_04088_,26.26
_07696_,26.26
_08883_,26.26
_10648_,26.24
_12671_,26.24
_13351_,26.24
_03930_,26.2
_06644_,26.2
_08781_,26.2
_09681_,26.2
data_reg\[1\]\[3\],26.2
_07624_,26.18
_11005_,26.18
_14302_,26.18
_08067_,26.16
_03145_,26.14
_08797_,26.14
_16760_,26.14
_01786_,26.12
_01266_,26.1
_03338_,26.1
_03809_,26.1
_06272_,26.08
_07409_,26.08
_16649_,26.08
_17822_,26.08
_01875_,26.04
_04800_,26.04
_05780_,26.04
_11298_,26.04
_00480_,26.02
_07292_,26.02
_13916_,26.01
_10178_,26
_11190_,26
_15149_,26
_13231_,25.99
_08567_,25.98
_15550_,25.98
_05971_,25.94
_12509_,25.94
_16363_,25.94
_06935_,25.92
_08678_,25.92
_10458_,25.92
_15880_,25.92
_07264_,25.915
_02734_,25.9
_12991_,25.9
_13918_,25.9
_14723_,25.9
_04033_,25.87
_02112_,25.86
_18188_,25.86
_15268_,25.85
_02939_,25.845
_02578_,25.84
_04990_,25.84
_16992_,25.84
_07884_,25.82
_14521_,25.82
_13842_,25.8
_15491_,25.8
_17963_,25.8
count\[4\],25.79
_02945_,25.78
_14573_,25.78
_07287_,25.76
_12330_,25.76
_00946_,25.74
_01095_,25.74
_02982_,25.74
_16451_,25.74
_00885_,25.72
_12312_,25.72
_10491_,25.705
_01356_,25.7
_07927_,25.7
_10986_,25.7
_04924_,25.68
_05219_,25.68
_07961_,25.68
_09033_,25.68
_11016_,25.68
_15795_,25.68
_18206_,25.68
_00428_,25.66
_00939_,25.66
_08829_,25.66
_06533_,25.64
_17549_,25.64
_01592_,25.62
_03663_,25.62
_05985_,25.62
_06990_,25.62
_07663_,25.62
_14228_,25.62
_11090_,25.61
_00637_,25.6
_13834_,25.6
_17699_,25.6
_01468_,25.58
_03633_,25.58
_08450_,25.58
_11065_,25.58
_17046_,25.58
_03595_,25.56
_04376_,25.56
_10960_,25.56
_13069_,25.56
_15696_,25.56
_15737_,25.56
_16984_,25.56
_05523_,25.54
_16122_,25.54
_01547_,25.52
_02466_,25.52
_03017_,25.52
_07562_,25.52
_08912_,25.52
_15661_,25.52
_15754_,25.52
_18282_,25.52
_07121_,25.48
_10037_,25.48
_15974_,25.48
_17071_,25.48
_18204_,25.48
_11211_,25.46
_12539_,25.46
_12592_,25.46
_13492_,25.46
_13712_,25.46
_18294_,25.44
_01238_,25.4
_02491_,25.4
_08536_,25.4
_13266_,25.38
_14703_,25.38
_17998_,25.36
_18351_,25.36
_00969_,25.34
_04664_,25.34
_14545_,25.34
_16000_,25.34
_01133_,25.3
_13343_,25.3
_14890_,25.3
_04160_,25.28
_08348_,25.28
_12753_,25.28
_17984_,25.28
clknet_leaf_65_clk,25.28
_02598_,25.26
_06321_,25.26
_14699_,25.26
_05736_,25.25
_03071_,25.24
_07058_,25.24
_07179_,25.24
_09421_,25.24
_14603_,25.24
_04640_,25.22
_07458_,25.22
_14201_,25.22
_18113_,25.22
_02795_,25.18
_03599_,25.18
_06046_,25.18
_17913_,25.18
_02774_,25.17
_16260_,25.16
_05900_,25.14
_08156_,25.14
_10379_,25.14
_15655_,25.14
_00561_,25.135
_10754_,25.135
_01422_,25.12
_15113_,25.12
_03261_,25.115
_05847_,25.1
_07782_,25.1
_16314_,25.1
_02092_,25.08
_03967_,25.08
_06611_,25.08
_08901_,25.08
_15017_,25.08
_16246_,25.08
_17759_,25.08
_04315_,25.07
_13747_,25.07
_01021_,25.06
_04818_,25.06
_07530_,25.06
_07849_,25.06
_08809_,25.06
_08938_,25.06
_15455_,25.06
_17120_,25.06
_02872_,25.04
_04226_,25.04
_15047_,25.04
_15219_,25.04
_17351_,25.04
_17952_,25.03
_03396_,25.02
_03511_,25.02
_05022_,25.02
_07297_,25.02
_12603_,25.02
_00536_,25
_00635_,25
_08302_,24.98
_02409_,24.96
_04718_,24.96
_06939_,24.96
_08919_,24.96
_00454_,24.94
_01944_,24.94
_12314_,24.94
_02899_,24.9
_05176_,24.9
_05374_,24.9
_08711_,24.9
_12527_,24.9
_11471_,24.89
_07339_,24.88
_07359_,24.88
_04046_,24.875
_11619_,24.86
_13949_,24.86
_17361_,24.85
_05198_,24.84
_07399_,24.84
_18234_,24.84
_18348_,24.84
_12217_,24.835
_15800_,24.83
_17951_,24.82
_18202_,24.82
_05822_,24.81
_01067_,24.8
_02694_,24.8
_03397_,24.8
_07520_,24.8
_09687_,24.8
_15328_,24.8
_15703_,24.8
_16091_,24.8
_16671_,24.8
_17002_,24.78
_06590_,24.76
_01569_,24.74
_07017_,24.74
_08777_,24.74
_09244_,24.74
_05886_,24.72
_15877_,24.72
_16112_,24.72
_06762_,24.7
_15870_,24.7
_00120_,24.695
_00656_,24.68
_07536_,24.68
_09648_,24.68
_13722_,24.66
_03615_,24.64
_04847_,24.64
_06940_,24.64
_05866_,24.62
_07881_,24.62
_14376_,24.62
_02111_,24.6
_07831_,24.6
_12562_,24.6
_10914_,24.59
_03616_,24.58
_08024_,24.58
_14708_,24.58
_18327_,24.58
_01591_,24.56
_15713_,24.56
_17595_,24.56
_15934_,24.54
_16981_,24.54
_03279_,24.53
_01193_,24.52
_02138_,24.48
_03167_,24.46
_09696_,24.46
_10246_,24.46
_10938_,24.46
_11300_,24.46
_13072_,24.46
_15903_,24.46
_18068_,24.46
_05155_,24.44
_15441_,24.44
u_gain2\[4\],24.44
_02462_,24.42
_03122_,24.42
_05933_,24.42
_07708_,24.42
_18198_,24.42
_13919_,24.4
_01173_,24.38
_04982_,24.38
_05857_,24.38
_06197_,24.38
_10707_,24.38
_02682_,24.36
_08994_,24.36
_09722_,24.36
_12567_,24.36
_17192_,24.36
_18199_,24.36
_06147_,24.34
_06276_,24.34
_08368_,24.34
_12668_,24.34
_12709_,24.34
_13948_,24.34
_15625_,24.34
_16468_,24.34
_16814_,24.34
_17982_,24.34
_15746_,24.32
_16919_,24.32
_17157_,24.315
_04577_,24.3
_06592_,24.28
_08451_,24.27
_12933_,24.27
_02162_,24.26
_03796_,24.26
_07798_,24.22
_08728_,24.22
_11718_,24.22
_13454_,24.22
_15681_,24.22
_15740_,24.22
_04904_,24.2
_09690_,24.2
_12678_,24.2
_14100_,24.2
_15649_,24.2
data_reg\[0\]\[2\],24.2
_01042_,24.18
_04288_,24.18
_07833_,24.18
_17966_,24.18
clknet_leaf_61_clk,24.18
_17565_,24.17
_17734_,24.16
_05881_,24.15
_01867_,24.14
_08731_,24.14
_10316_,24.14
_14952_,24.14
_04299_,24.13
_00838_,24.12
_08675_,24.12
_09788_,24.12
_03900_,24.1
_05448_,24.1
_15579_,24.1
_16855_,24.1
_01500_,24.08
_04819_,24.075
_11999_,24.075
_01966_,24.06
_02406_,24.06
_08717_,24.06
_16675_,24.06
_17436_,24.06
_18169_,24.06
_01576_,24.04
_02056_,24.04
_15671_,24.04
_00100_,24.02
_06896_,24.02
_12611_,24.01
_02399_,24
_10287_,24
_13420_,24
_13909_,24
_14349_,24
_13837_,23.99
_03816_,23.98
_07720_,23.98
_12401_,23.98
_12728_,23.98
_18269_,23.98
_15620_,23.975
_08651_,23.96
_10753_,23.96
_17420_,23.96
_16202_,23.94
_05380_,23.92
_09006_,23.92
_09146_,23.92
_09604_,23.92
_12945_,23.92
_09345_,23.915
_10782_,23.91
_01440_,23.88
_03313_,23.88
_05725_,23.88
_08972_,23.88
_18358_,23.88
_10945_,23.87
_02737_,23.86
_03285_,23.86
_06660_,23.86
_01519_,23.84
_06584_,23.84
_06624_,23.84
_11433_,23.84
_14955_,23.84
_10139_,23.82
_10711_,23.82
_15536_,23.82
_18322_,23.82
_05030_,23.8
_09026_,23.79
_06614_,23.78
_07219_,23.78
_13303_,23.78
_17823_,23.78
u_gain2\[27\],23.77
_04387_,23.76
_07745_,23.76
_18290_,23.76
_01129_,23.74
_01204_,23.74
_01381_,23.74
_04648_,23.74
_11177_,23.74
_02055_,23.72
_05648_,23.72
_05728_,23.72
_13345_,23.72
_17279_,23.7
_06674_,23.68
_14789_,23.68
_01596_,23.66
_01922_,23.66
_02674_,23.66
_09551_,23.66
_12493_,23.66
_16914_,23.66
data_reg\[10\]\[7\],23.66
_15967_,23.645
_07685_,23.64
_11899_,23.64
_14085_,23.64
_16749_,23.64
_18460_,23.64
_07876_,23.62
_09299_,23.62
_11072_,23.62
_08697_,23.6
_09465_,23.6
_12886_,23.6
_01510_,23.58
_04049_,23.58
_06882_,23.58
_04416_,23.56
_05907_,23.56
_11193_,23.56
_05557_,23.54
_07295_,23.54
_16528_,23.54
_16999_,23.54
_01665_,23.52
_09154_,23.52
_10649_,23.52
_01951_,23.5
_05938_,23.5
_07049_,23.5
_07300_,23.5
_18378_,23.5
_01494_,23.48
_09275_,23.48
_13874_,23.48
u_gain3\[13\],23.48
_18359_,23.46
_11523_,23.445
_01116_,23.44
_02840_,23.44
_09582_,23.44
_03121_,23.435
_08338_,23.42
_10897_,23.42
_16168_,23.42
_01064_,23.4
_02993_,23.4
_17888_,23.4
_13923_,23.385
_01390_,23.38
_02329_,23.38
_15498_,23.38
_15723_,23.38
_16750_,23.38
_17029_,23.38
_05527_,23.36
_06517_,23.36
_12378_,23.36
_13789_,23.36
_16824_,23.36
u_gain2\[13\],23.35
_03984_,23.34
_09436_,23.34
_11792_,23.34
_02016_,23.32
_02363_,23.32
_07345_,23.32
_08388_,23.32
_00128_,23.3
_00931_,23.3
_07346_,23.3
_17739_,23.3
_04318_,23.28
_04320_,23.28
_07011_,23.28
_11078_,23.28
_16281_,23.28
_07551_,23.26
_08228_,23.26
_12716_,23.26
_13103_,23.26
_18274_,23.26
_18485_,23.24
_02085_,23.23
_00845_,23.225
_01904_,23.22
_06740_,23.22
_07166_,23.22
_07726_,23.22
_10342_,23.22
_10714_,23.22
_01866_,23.2
_03230_,23.2
_05449_,23.18
_12207_,23.18
_16073_,23.18
_17493_,23.18
_18418_,23.18
_00868_,23.17
_03947_,23.16
_05382_,23.16
_05793_,23.16
_05863_,23.16
_08374_,23.16
_09021_,23.16
_02636_,23.14
_03147_,23.14
_03822_,23.14
_01782_,23.12
_01935_,23.12
_12308_,23.12
_01314_,23.1
_08596_,23.1
_08884_,23.1
_11061_,23.1
_11905_,23.1
_11973_,23.1
_18187_,23.1
_01321_,23.08
_03510_,23.08
_12755_,23.08
_13602_,23.08
_13797_,23.08
_14809_,23.08
_05264_,23.06
_07311_,23.06
_09138_,23.06
_15198_,23.06
_05702_,23.04
_09668_,23.04
_10870_,23.04
_17464_,23.04
_17511_,23.04
_17706_,23.04
_04228_,23.02
_12333_,23.02
_13256_,23.02
_15313_,23.02
_04055_,23
_07133_,23
_10218_,23
_16197_,22.99
_04604_,22.98
_11853_,22.98
_16689_,22.98
_18385_,22.97
_05892_,22.96
_07122_,22.96
_07774_,22.96
_08668_,22.96
_08349_,22.955
_06577_,22.95
_11010_,22.94
_16820_,22.94
_07290_,22.92
_17593_,22.92
_02332_,22.88
_05946_,22.88
_10480_,22.88
_16492_,22.88
_16662_,22.875
_18424_,22.875
_13132_,22.86
_04707_,22.84
_06959_,22.84
_07779_,22.84
_12389_,22.84
_16545_,22.84
_18357_,22.84
_04949_,22.83
_13542_,22.82
_00663_,22.8
_01920_,22.8
_04080_,22.8
_06095_,22.8
_10158_,22.8
_17795_,22.8
_18180_,22.8
_12476_,22.78
_18143_,22.78
_18268_,22.78
_01289_,22.77
_14883_,22.76
_16574_,22.76
