net,length_um
_15320_,4.68
_16166_,4.68
_16950_,4.68
_17162_,4.68
_17977_,4.68
u_gain2\[15\],4.67
_02324_,4.665
_09480_,4.665
_06763_,4.66
_09366_,4.66
_11426_,4.66
_12376_,4.66
_13768_,4.66
_15396_,4.66
_17273_,4.66
u_offset\[15\],4.66
net173,4.66
net191,4.66
net196,4.66
net229,4.66
_00171_,4.625
_00333_,4.625
_00352_,4.625
_07045_,4.6
_07258_,4.6
_13236_,4.6
_14154_,4.6
_14423_,4.6
_00185_,4.585
_00208_,4.585
_01032_,4.58
_03935_,4.58
_05029_,4.58
_06077_,4.58
_06688_,4.58
_06779_,4.58
_08926_,4.58
_10566_,4.58
_10967_,4.58
_11551_,4.58
_16482_,4.58
_18305_,4.58
_18369_,4.58
data_reg\[23\]\[0\],4.58
_04859_,4.575
_00281_,4.56
_01186_,4.56
_01679_,4.56
_01777_,4.56
_01821_,4.56
_02475_,4.56
_02791_,4.56
_03915_,4.56
_05242_,4.56
_06088_,4.56
_06142_,4.56
_06302_,4.56
_06980_,4.56
_07034_,4.56
_08583_,4.56
_08947_,4.56
_09227_,4.56
_10533_,4.56
_10752_,4.56
_11048_,4.56
_11109_,4.56
_11311_,4.56
_11714_,4.56
_12168_,4.56
_12504_,4.56
_12797_,4.56
_12925_,4.56
_13317_,4.56
_13446_,4.56
_14256_,4.56
_14642_,4.56
_14907_,4.56
_15833_,4.56
_15908_,4.56
_15960_,4.56
_16086_,4.56
_16103_,4.56
_16186_,4.56
_16611_,4.56
_16915_,4.56
_00227_,4.545
_00432_,4.54
_07180_,4.54
_09633_,4.54
_14096_,4.54
_14859_,4.54
_15126_,4.54
_15986_,4.54
_16980_,4.54
_11242_,4.51
_09169_,4.5
_01820_,4.495
_13258_,4.49
_01273_,4.48
_01719_,4.48
_01825_,4.48
_02236_,4.48
_02301_,4.48
_02639_,4.48
_02887_,4.48
_02922_,4.48
_02926_,4.48
_03881_,4.48
_05064_,4.48
_05898_,4.48
_07020_,4.48
_07203_,4.48
_07960_,4.48
_07968_,4.48
_08586_,4.48
_09716_,4.48
_10892_,4.48
_11188_,4.48
_11223_,4.48
_11454_,4.48
_12045_,4.48
_12405_,4.48
_12751_,4.48
_12896_,4.48
_12924_,4.48
_13014_,4.48
_13415_,4.48
_14287_,4.48
_14605_,4.48
_15071_,4.48
_15167_,4.48
_15216_,4.48
_15317_,4.48
_15365_,4.48
_15486_,4.48
_15705_,4.48
_15775_,4.48
_16270_,4.48
_16318_,4.48
_16539_,4.48
_17219_,4.48
_18341_,4.48
_14974_,4.475
_17705_,4.47
_00573_,4.46
_00855_,4.46
_00981_,4.46
_01108_,4.46
_01213_,4.46
_02242_,4.46
_02662_,4.46
_02750_,4.46
_03163_,4.46
_03235_,4.46
_03312_,4.46
_03422_,4.46
_03677_,4.46
_03764_,4.46
_03929_,4.46
_04449_,4.46
_04678_,4.46
_04963_,4.46
_05227_,4.46
_05353_,4.46
_05417_,4.46
_05791_,4.46
_06028_,4.46
_06051_,4.46
_06863_,4.46
_06945_,4.46
_07299_,4.46
_07672_,4.46
_08042_,4.46
_08487_,4.46
_08950_,4.46
_09103_,4.46
_09164_,4.46
_09563_,4.46
_10105_,4.46
_10108_,4.46
_10844_,4.46
_11734_,4.46
_11868_,4.46
_12616_,4.46
_13353_,4.46
_13485_,4.46
_14003_,4.46
_14269_,4.46
_14464_,4.46
_14631_,4.46
_14743_,4.46
_14904_,4.46
_15088_,4.46
_15356_,4.46
_15874_,4.46
_15996_,4.46
_16025_,4.46
_16046_,4.46
_16526_,4.46
_16608_,4.46
_16781_,4.46
_17466_,4.46
_17589_,4.46
_18117_,4.46
_18486_,4.46
u_gain2_sha\[4\],4.46
u_offset\[7\],4.46
net82,4.46
net107,4.46
net206,4.46
net228,4.46
_09540_,4.45
_00878_,4.44
_00978_,4.44
_01126_,4.44
_01393_,4.44
_01790_,4.44
_01808_,4.44
_01977_,4.44
_02485_,4.44
_02755_,4.44
_02814_,4.44
_04028_,4.44
_04951_,4.44
_05207_,4.44
_05376_,4.44
_05879_,4.44
_07114_,4.44
_07613_,4.44
_07626_,4.44
_07786_,4.44
_07977_,4.44
_07985_,4.44
_08308_,4.44
_08857_,4.44
_10403_,4.44
_10520_,4.44
_10737_,4.44
_10786_,4.44
_11453_,4.44
_12285_,4.44
_13141_,4.44
_13203_,4.44
_13794_,4.44
_14516_,4.44
_15031_,4.44
_15325_,4.44
_16049_,4.44
_16604_,4.44
_16771_,4.44
_17017_,4.44
_17864_,4.44
_17409_,4.43
_00205_,4.425
_00320_,4.425
_00732_,4.42
_01304_,4.42
_01505_,4.42
_01755_,4.42
_02835_,4.42
_02930_,4.42
_03896_,4.42
_05345_,4.42
_05625_,4.42
_07176_,4.42
_07266_,4.42
_07548_,4.42
_07823_,4.42
_08344_,4.42
_08429_,4.42
_08611_,4.42
_08903_,4.42
_09208_,4.42
_09422_,4.42
_09789_,4.42
_09814_,4.42
_09815_,4.42
_09998_,4.42
_10032_,4.42
_10055_,4.42
_11209_,4.42
_11291_,4.42
_11882_,4.42
_11969_,4.42
_13038_,4.42
_13212_,4.42
_13568_,4.42
_13648_,4.42
_14668_,4.42
_15353_,4.42
_16204_,4.42
_16524_,4.42
_17494_,4.42
_17515_,4.42
_17657_,4.42
_18309_,4.42
net72,4.42
net76,4.42
net188,4.42
_04059_,4.41
_00237_,4.385
_00346_,4.36
_00721_,4.36
_01157_,4.36
_01522_,4.36
_02593_,4.36
_04283_,4.36
_04680_,4.36
_05081_,4.36
_05095_,4.36
_05799_,4.36
_07944_,4.36
_09589_,4.36
_09808_,4.36
_10201_,4.36
_11815_,4.36
_12475_,4.36
_12666_,4.36
_13092_,4.36
_13369_,4.36
_13374_,4.36
_13725_,4.36
_14404_,4.36
_14427_,4.36
_15371_,4.36
_16309_,4.36
_16438_,4.36
_16953_,4.36
_17020_,4.36
u_gain1_sha\[1\],4.36
_00779_,4.34
_01277_,4.34
_01332_,4.34
_01667_,4.34
_01722_,4.34
_01995_,4.34
_02145_,4.34
_02172_,4.34
_02697_,4.34
_03328_,4.34
_03528_,4.34
_03541_,4.34
_04336_,4.34
_04882_,4.34
_04962_,4.34
_05163_,4.34
_05170_,4.34
_05394_,4.34
_05432_,4.34
_05684_,4.34
_06255_,4.34
_06309_,4.34
_06340_,4.34
_06541_,4.34
_06769_,4.34
_07104_,4.34
_07468_,4.34
_07563_,4.34
_07924_,4.34
_08073_,4.34
_08143_,4.34
_08618_,4.34
_08676_,4.34
_09109_,4.34
_09149_,4.34
_09357_,4.34
_09420_,4.34
_09429_,4.34
_09598_,4.34
_10049_,4.34
_10064_,4.34
_10220_,4.34
_10571_,4.34
_10623_,4.34
_11032_,4.34
_11105_,4.34
_11349_,4.34
_11415_,4.34
_11503_,4.34
_11729_,4.34
_11947_,4.34
_12027_,4.34
_12075_,4.34
_12176_,4.34
_12342_,4.34
_12470_,4.34
_12480_,4.34
_12511_,4.34
_12601_,4.34
_12660_,4.34
_12872_,4.34
_12949_,4.34
_13100_,4.34
_13112_,4.34
_13366_,4.34
_13439_,4.34
_13453_,4.34
_13732_,4.34
_14720_,4.34
_14793_,4.34
_14811_,4.34
_14839_,4.34
_15064_,4.34
_15067_,4.34
_15279_,4.34
_15428_,4.34
_15516_,4.34
_15966_,4.34
_16551_,4.34
_16858_,4.34
_16908_,4.34
_17145_,4.34
_17197_,4.34
_17368_,4.34
_17516_,4.34
_17633_,4.34
_17660_,4.34
_17771_,4.34
_17865_,4.34
_18006_,4.34
_18374_,4.34
_18489_,4.34
data_reg\[14\]\[4\],4.34
u_offset\[0\],4.34
net134,4.34
_04360_,4.33
_00114_,4.325
_01297_,4.32
_01915_,4.32
_01981_,4.32
_04794_,4.32
_10126_,4.32
_10222_,4.32
_12417_,4.32
_15147_,4.32
u_offset\[10\],4.32
_13307_,4.315
_18135_,4.315
_14752_,4.305
_03351_,4.3
_00152_,4.24
_06061_,4.24
_06344_,4.24
_07026_,4.24
_07349_,4.24
_08700_,4.24
_09867_,4.24
_10828_,4.24
_11864_,4.24
_12602_,4.24
_13191_,4.24
_15165_,4.24
_15940_,4.24
_16398_,4.24
_16745_,4.24
u_gain3\[28\],4.24
u_offset\[1\],4.24
net216,4.24
net242,4.24
_02287_,4.225
data_reg\[31\]\[3\],4.225
_00803_,4.22
_02340_,4.22
_03563_,4.22
_03749_,4.22
_04304_,4.22
_04558_,4.22
_05007_,4.22
_05303_,4.22
_05939_,4.22
_05982_,4.22
_06058_,4.22
_06120_,4.22
_06251_,4.22
_06631_,4.22
_06891_,4.22
_07062_,4.22
_07729_,4.22
_09140_,4.22
_10467_,4.22
_10659_,4.22
_10706_,4.22
_11122_,4.22
_12206_,4.22
_13655_,4.22
_14009_,4.22
_14159_,4.22
_14187_,4.22
_14990_,4.22
_15344_,4.22
_15460_,4.22
_15636_,4.22
_15824_,4.22
_16336_,4.22
_16452_,4.22
_17035_,4.22
_17250_,4.22
_17768_,4.22
_18342_,4.22
_03755_,4.2
_04355_,4.2
_08822_,4.2
_10135_,4.2
_10877_,4.2
_11275_,4.2
_17955_,4.2
u_offset\[3\],4.2
net169,4.2
net187,4.2
net255,4.2
_16500_,4.195
data_reg\[23\]\[6\],4.195
_06751_,4.17
_00790_,4.14
_02543_,4.14
_05172_,4.14
_07201_,4.14
_07618_,4.14
_08945_,4.14
_13219_,4.14
_13721_,4.14
_14795_,4.14
_15120_,4.14
_15673_,4.14
_17610_,4.14
_18178_,4.14
net285,4.14
_00290_,4.125
_01894_,4.12
_03236_,4.12
_06606_,4.12
_07709_,4.12
_09430_,4.12
_10778_,4.12
_14739_,4.12
_14959_,4.12
_18055_,4.12
_08933_,4.11
_00439_,4.1
_01479_,4.1
_02007_,4.1
_02320_,4.1
_02438_,4.1
_02439_,4.1
_03193_,4.1
_03288_,4.1
_04199_,4.1
_04903_,4.1
_05139_,4.1
_06563_,4.1
_07053_,4.1
_07688_,4.1
_08058_,4.1
_09188_,4.1
_09647_,4.1
_10311_,4.1
_10430_,4.1
_11364_,4.1
_12411_,4.1
_12763_,4.1
_13144_,4.1
_14113_,4.1
_14240_,4.1
_14585_,4.1
_15221_,4.1
_15346_,4.1
_15490_,4.1
_15530_,4.1
_16483_,4.1
_16512_,4.1
_17561_,4.1
_18230_,4.1
_08796_,4.095
_10639_,4.095
_02405_,4.08
_02536_,4.08
_06654_,4.08
_07642_,4.08
_11295_,4.08
_00321_,4.075
_00256_,4.065
_00261_,4.025
_01744_,4.02
_02174_,4.02
_02587_,4.02
_03268_,4.02
_04012_,4.02
_04613_,4.02
_04758_,4.02
_05532_,4.02
_05580_,4.02
_06014_,4.02
_06043_,4.02
_06195_,4.02
_06653_,4.02
_07268_,4.02
_07450_,4.02
_07795_,4.02
_09130_,4.02
_09236_,4.02
_09603_,4.02
_09672_,4.02
_10505_,4.02
_11088_,4.02
_11097_,4.02
_11284_,4.02
_11514_,4.02
_11698_,4.02
_12786_,4.02
_13338_,4.02
_13772_,4.02
_14696_,4.02
_15191_,4.02
_15289_,4.02
_15604_,4.02
_16192_,4.02
_16211_,4.02
_16437_,4.02
_16652_,4.02
_16860_,4.02
_16955_,4.02
_17606_,4.02
_17781_,4.02
u_offset\[2\],4.02
_00613_,4
_00672_,4
_00674_,4
_01019_,4
_01336_,4
_01489_,4
_02039_,4
_02115_,4
_02147_,4
_03149_,4
_03179_,4
_03218_,4
_03259_,4
_03530_,4
_03891_,4
_04220_,4
_04279_,4
_04802_,4
_04901_,4
_05096_,4
_05177_,4
_05273_,4
_05462_,4
_05494_,4
_05950_,4
_06049_,4
_06150_,4
_06720_,4
_06847_,4
_07063_,4
_07241_,4
_07401_,4
_07673_,4
_07738_,4
_08091_,4
_08358_,4
_08475_,4
_08679_,4
_08864_,4
_09078_,4
_09784_,4
_09899_,4
_09971_,4
_10010_,4
_10090_,4
_10404_,4
_10734_,4
_10817_,4
_10898_,4
_11221_,4
_11394_,4
_11419_,4
_11957_,4
_12161_,4
_12859_,4
_12965_,4
_13095_,4
_13108_,4
_13283_,4
_13286_,4
_13392_,4
_13480_,4
_13711_,4
_13779_,4
_13972_,4
_14272_,4
_14648_,4
_14650_,4
_14800_,4
_14818_,4
_14926_,4
_14980_,4
_15301_,4
_15323_,4
_15499_,4
_15624_,4
_15776_,4
_15979_,4
_16155_,4
_16207_,4
_16210_,4
_16257_,4
_16654_,4
_16988_,4
_17801_,4
_18175_,4
_18428_,4
u_gain1_sha\[4\],4
u_gain3_sha\[6\],4
u_gain3_sha\[7\],4
net195,4
net201,4
net221,4
_13932_,3.99
data_reg\[19\]\[6\],3.985
_00653_,3.98
_03849_,3.98
_05190_,3.98
_05498_,3.98
_05931_,3.98
_06140_,3.98
_07270_,3.98
_07803_,3.98
_09460_,3.98
_12003_,3.98
_12501_,3.98
_13965_,3.98
_14145_,3.98
_14374_,3.98
_14377_,3.98
_15095_,3.98
_15264_,3.98
_15349_,3.98
_16200_,3.98
_17043_,3.98
_09479_,3.965
_00344_,3.955
_06244_,3.94
_00170_,3.925
_00287_,3.925
_00289_,3.925
_00371_,3.925
_00376_,3.925
_00406_,3.925
_00465_,3.9
_01111_,3.9
_01542_,3.9
_01557_,3.9
_01587_,3.9
_02062_,3.9
_02135_,3.9
_02254_,3.9
_03009_,3.9
_03081_,3.9
_03244_,3.9
_04116_,3.9
_04668_,3.9
_05655_,3.9
_06131_,3.9
_07440_,3.9
_08113_,3.9
_08743_,3.9
_10030_,3.9
_10406_,3.9
_10605_,3.9
_10857_,3.9
_11219_,3.9
_11350_,3.9
_11670_,3.9
_12053_,3.9
_12064_,3.9
_12080_,3.9
_12165_,3.9
_12211_,3.9
_12489_,3.9
_12820_,3.9
_13474_,3.9
_14046_,3.9
_14469_,3.9
_14522_,3.9
_14717_,3.9
_14737_,3.9
_15011_,3.9
_15085_,3.9
_15339_,3.9
_15477_,3.9
_15532_,3.9
_15697_,3.9
net105,3.9
_01539_,3.895
_00435_,3.88
_00644_,3.88
_01092_,3.88
_01561_,3.88
_01794_,3.88
_01859_,3.88
_01964_,3.88
_02186_,3.88
_02312_,3.88
_02454_,3.88
_02504_,3.88
_02650_,3.88
_03169_,3.88
_04399_,3.88
_04595_,3.88
_04602_,3.88
_04644_,3.88
_04693_,3.88
_04931_,3.88
_04945_,3.88
_05328_,3.88
_05656_,3.88
_05826_,3.88
_05904_,3.88
_06468_,3.88
_06573_,3.88
_06768_,3.88
_06917_,3.88
_07278_,3.88
_07902_,3.88
_08119_,3.88
_08288_,3.88
_08295_,3.88
_08980_,3.88
_09065_,3.88
_09066_,3.88
_09251_,3.88
_09294_,3.88
_09298_,3.88
_09493_,3.88
_09575_,3.88
_09613_,3.88
_09728_,3.88
_09731_,3.88
_09897_,3.88
_10084_,3.88
_10137_,3.88
_10326_,3.88
_10415_,3.88
_10638_,3.88
_10640_,3.88
_10806_,3.88
_11101_,3.88
_11102_,3.88
_11115_,3.88
_11210_,3.88
_11271_,3.88
_11444_,3.88
_11539_,3.88
_11922_,3.88
_12290_,3.88
_12338_,3.88
_12350_,3.88
_12364_,3.88
_12474_,3.88
_12775_,3.88
_12823_,3.88
_13110_,3.88
_13243_,3.88
_13329_,3.88
_13365_,3.88
_13396_,3.88
_13663_,3.88
_13703_,3.88
_14067_,3.88
_14101_,3.88
_14373_,3.88
_14396_,3.88
_14567_,3.88
_14578_,3.88
_14625_,3.88
_14711_,3.88
_14728_,3.88
_15241_,3.88
_15496_,3.88
_15569_,3.88
_15599_,3.88
_15719_,3.88
_15814_,3.88
_15906_,3.88
_15942_,3.88
_16076_,3.88
_16109_,3.88
_16203_,3.88
_16372_,3.88
_16535_,3.88
_16651_,3.88
_16759_,3.88
_16802_,3.88
_16995_,3.88
_17001_,3.88
_17410_,3.88
_17808_,3.88
_17965_,3.88
_18123_,3.88
_18283_,3.88
u_gain1\[0\],3.88
u_offset\[6\],3.88
net43,3.88
net129,3.88
net231,3.88
net303,3.88
_01739_,3.86
_04323_,3.86
_05595_,3.86
_09339_,3.86
_09482_,3.86
_11321_,3.86
_14894_,3.86
_17675_,3.86
_01183_,3.84
_12664_,3.84
_13429_,3.83
_11879_,3.81
_16358_,3.81
_00317_,3.785
_00218_,3.78
_00388_,3.78
_06298_,3.78
_08677_,3.78
_10760_,3.78
_11711_,3.78
_13166_,3.78
_14354_,3.78
_14622_,3.78
_14831_,3.78
net155,3.78
net199,3.78
net202,3.78
net234,3.78
net249,3.78
net258,3.78
_17482_,3.77
_00788_,3.76
_01697_,3.76
_01976_,3.76
_01997_,3.76
_02910_,3.76
_03486_,3.76
_03489_,3.76
_03937_,3.76
_04293_,3.76
_04606_,3.76
_04712_,3.76
_04821_,3.76
_04995_,3.76
_05031_,3.76
_06098_,3.76
_06809_,3.76
_07307_,3.76
_08194_,3.76
_08835_,3.76
_08989_,3.76
_09270_,3.76
_09527_,3.76
_09846_,3.76
_10789_,3.76
_11093_,3.76
_11438_,3.76
_11445_,3.76
_12081_,3.76
_12199_,3.76
_12724_,3.76
_13019_,3.76
_13175_,3.76
_13494_,3.76
_13911_,3.76
_15662_,3.76
_15963_,3.76
_17215_,3.76
_17444_,3.76
_17456_,3.76
_17903_,3.76
_18066_,3.76
net310,3.76
_08606_,3.74
_09620_,3.74
_10761_,3.74
_14540_,3.74
net158,3.74
net180,3.74
net277,3.74
_06357_,3.73
_03208_,3.72
_06056_,3.71
_00172_,3.705
_00225_,3.705
_00285_,3.705
_02511_,3.69
_00136_,3.685
_00249_,3.685
_00473_,3.68
_00751_,3.68
_02273_,3.68
_02942_,3.68
_04397_,3.68
_05188_,3.68
_05844_,3.68
_08362_,3.68
_08505_,3.68
_08517_,3.68
_08991_,3.68
_09007_,3.68
_09440_,3.68
_10191_,3.68
_11835_,3.68
_14572_,3.68
_14589_,3.68
_15873_,3.68
_17098_,3.68
_17184_,3.68
_17878_,3.68
net162,3.68
net289,3.68
_04166_,3.675
_02841_,3.66
_03683_,3.66
_06198_,3.66
_06889_,3.66
_07854_,3.66
_10329_,3.66
_14770_,3.66
_15679_,3.66
_01487_,3.655
_00739_,3.64
_01020_,3.64
_01141_,3.64
_01486_,3.64
_02209_,3.64
_02268_,3.64
_04123_,3.64
_04827_,3.64
_05585_,3.64
_05851_,3.64
_06385_,3.64
_07463_,3.64
_07495_,3.64
_08012_,3.64
_11003_,3.64
_11787_,3.64
_11891_,3.64
_11963_,3.64
_12515_,3.64
_12634_,3.64
_13003_,3.64
_13254_,3.64
_13986_,3.64
_14602_,3.64
_16831_,3.64
_17161_,3.64
_00257_,3.625
_00325_,3.625
_00339_,3.625
_00395_,3.625
_15153_,3.62
_01180_,3.6
_16753_,3.595
_02450_,3.59
_12756_,3.58
_09817_,3.57
_17132_,3.57
_00146_,3.565
_00194_,3.565
_00591_,3.56
_01022_,3.56
_01355_,3.56
_01651_,3.56
_02441_,3.56
_03191_,3.56
_03470_,3.56
_03666_,3.56
_03955_,3.56
_04486_,3.56
_04927_,3.56
_05518_,3.56
_05592_,3.56
_05715_,3.56
_06323_,3.56
_06429_,3.56
_06786_,3.56
_07651_,3.56
_07856_,3.56
_08265_,3.56
_08440_,3.56
_08600_,3.56
_09606_,3.56
_10277_,3.56
_10866_,3.56
_10981_,3.56
_11382_,3.56
_11532_,3.56
_11778_,3.56
_11877_,3.56
_12120_,3.56
_12232_,3.56
_12977_,3.56
_13159_,3.56
_13164_,3.56
_13193_,3.56
_14366_,3.56
_14419_,3.56
_14803_,3.56
_15718_,3.56
_16116_,3.56
_17077_,3.56
_17703_,3.56
_17988_,3.56
_18454_,3.56
_18464_,3.56
u_gain1_sha\[6\],3.56
_00173_,3.54
_00632_,3.54
_01434_,3.54
_01493_,3.54
_01566_,3.54
_01678_,3.54
_01760_,3.54
_02163_,3.54
_03118_,3.54
_03252_,3.54
_03485_,3.54
_03624_,3.54
_03975_,3.54
_04260_,3.54
_04472_,3.54
_04520_,3.54
_04593_,3.54
_04652_,3.54
_04663_,3.54
_04862_,3.54
_04877_,3.54
_04893_,3.54
_04992_,3.54
_05185_,3.54
_05727_,3.54
_05905_,3.54
_06048_,3.54
_06450_,3.54
_06632_,3.54
_06784_,3.54
_07443_,3.54
_07592_,3.54
_07627_,3.54
_07863_,3.54
_07906_,3.54
_08130_,3.54
_08430_,3.54
_08433_,3.54
_08522_,3.54
_08590_,3.54
_08878_,3.54
_08911_,3.54
_09095_,3.54
_09403_,3.54
_09556_,3.54
_09597_,3.54
_09937_,3.54
_10208_,3.54
_10279_,3.54
_10616_,3.54
_10799_,3.54
_11192_,3.54
_11283_,3.54
_11338_,3.54
_11474_,3.54
_11975_,3.54
_12443_,3.54
_12525_,3.54
_12771_,3.54
_12985_,3.54
_13115_,3.54
_13340_,3.54
_13381_,3.54
_13679_,3.54
_13750_,3.54
_14388_,3.54
_14881_,3.54
_14941_,3.54
_15211_,3.54
_15675_,3.54
_15747_,3.54
_15790_,3.54
_15872_,3.54
_16024_,3.54
_16092_,3.54
_16194_,3.54
_16462_,3.54
_16690_,3.54
_16897_,3.54
_17171_,3.54
_17286_,3.54
_17697_,3.54
_17746_,3.54
data_reg\[18\]\[4\],3.54
u_gain1\[20\],3.54
u_gain1_sha\[7\],3.54
net81,3.54
_15691_,3.53
_00812_,3.52
_01451_,3.52
_02865_,3.52
_02999_,3.52
_05796_,3.52
_06133_,3.52
_08146_,3.52
_09182_,3.52
_09505_,3.52
_10684_,3.52
_10827_,3.52
_11765_,3.52
_16479_,3.52
_16656_,3.52
_18262_,3.52
_00369_,3.515
_04413_,3.5
_15819_,3.5
_07743_,3.47
_14063_,3.47
_00110_,3.465
_00210_,3.465
_00293_,3.465
_00337_,3.465
_17190_,3.465
_06327_,3.46
_10398_,3.455
_04566_,3.445
_00449_,3.44
_01993_,3.44
_02524_,3.44
_04478_,3.44
_04510_,3.44
_04669_,3.44
_05214_,3.44
_05446_,3.44
_05519_,3.44
_05729_,3.44
_05882_,3.44
_05928_,3.44
_05941_,3.44
_06356_,3.44
_09820_,3.44
_10026_,3.44
_10341_,3.44
_11092_,3.44
_11153_,3.44
_11159_,3.44
_11306_,3.44
_11669_,3.44
_11798_,3.44
_14646_,3.44
_14729_,3.44
_14966_,3.44
_14985_,3.44
_15026_,3.44
_15212_,3.44
_15336_,3.44
_16006_,3.44
_16008_,3.44
_16034_,3.44
_16870_,3.44
_00863_,3.42
_00881_,3.42
_01117_,3.42
_01416_,3.42
_01543_,3.42
_01577_,3.42
_01933_,3.42
_02351_,3.42
_03039_,3.42
_03371_,3.42
_03819_,3.42
_04539_,3.42
_04632_,3.42
_05012_,3.42
_05258_,3.42
_06081_,3.42
_06268_,3.42
_06396_,3.42
_06441_,3.42
_06589_,3.42
_07327_,3.42
_07371_,3.42
_07376_,3.42
_07579_,3.42
_07776_,3.42
_08155_,3.42
_08333_,3.42
_08364_,3.42
_08557_,3.42
_08587_,3.42
_08695_,3.42
_08719_,3.42
_08837_,3.42
_08976_,3.42
_09106_,3.42
_09143_,3.42
_09361_,3.42
_09473_,3.42
_09569_,3.42
_09787_,3.42
_09790_,3.42
_09799_,3.42
_09870_,3.42
_09979_,3.42
_10045_,3.42
_10195_,3.42
_10320_,3.42
_10358_,3.42
_10384_,3.42
_10868_,3.42
_10922_,3.42
_11081_,3.42
_11422_,3.42
_11548_,3.42
_11802_,3.42
_11961_,3.42
_12026_,3.42
_12044_,3.42
_12092_,3.42
_12127_,3.42
_12369_,3.42
_12372_,3.42
_12373_,3.42
_12421_,3.42
_12496_,3.42
_12610_,3.42
_12677_,3.42
_12710_,3.42
_12883_,3.42
_12999_,3.42
_13223_,3.42
_13277_,3.42
_13328_,3.42
_13751_,3.42
_13817_,3.42
_14393_,3.42
_14490_,3.42
_14549_,3.42
_14630_,3.42
_14682_,3.42
_14751_,3.42
_15434_,3.42
_15528_,3.42
_15864_,3.42
_15889_,3.42
_16144_,3.42
_16163_,3.42
_16269_,3.42
_16421_,3.42
_17567_,3.42
_17939_,3.42
_18505_,3.42
u_gain3\[14\],3.42
net130,3.42
net280,3.42
_00195_,3.405
_03103_,3.4
_05528_,3.4
_08803_,3.4
_15291_,3.4
_17227_,3.4
_12102_,3.38
_02913_,3.35
_00140_,3.345
_00278_,3.345
_00315_,3.345
_00384_,3.345
_00109_,3.32
_00260_,3.32
_01257_,3.32
_01582_,3.32
_03717_,3.32
_08954_,3.32
_08997_,3.32
_09027_,3.32
_09072_,3.32
_10155_,3.32
_10219_,3.32
_11809_,3.32
_12104_,3.32
_12122_,3.32
_13550_,3.32
_16709_,3.32
net153,3.32
net174,3.32
_00824_,3.3
_01060_,3.3
_01074_,3.3
_01237_,3.3
_04007_,3.3
_04845_,3.3
_05559_,3.3
_05776_,3.3
_06308_,3.3
_07000_,3.3
_07139_,3.3
_07437_,3.3
_10521_,3.3
_12167_,3.3
_13298_,3.3
_14626_,3.3
_15862_,3.3
_17235_,3.3
_17283_,3.3
net66,3.3
_03648_,3.295
_09635_,3.295
_11119_,3.295
_14341_,3.295
_08593_,3.28
_10008_,3.28
_11049_,3.28
_00131_,3.245
_00259_,3.245
_00311_,3.245
_00328_,3.245
_00211_,3.225
_00359_,3.225
_04232_,3.22
_05034_,3.22
_08575_,3.22
_08620_,3.22
_08783_,3.22
_08870_,3.22
_08917_,3.22
_10749_,3.22
_11915_,3.22
_12099_,3.22
_16075_,3.22
_16288_,3.22
_17265_,3.22
net137,3.22
net223,3.22
net247,3.22
net265,3.22
_00442_,3.2
_01767_,3.2
_06186_,3.2
_06578_,3.2
_08237_,3.2
_12637_,3.2
_12915_,3.2
_15378_,3.2
_15395_,3.2
_15757_,3.2
data_reg\[2\]\[6\],3.2
net266,3.2
_01201_,3.18
_07263_,3.18
_07637_,3.18
_07646_,3.18
_10780_,3.18
_11299_,3.18
_12701_,3.18
_12959_,3.18
_13787_,3.18
_15102_,3.18
_00157_,3.175
_12383_,3.16
_00207_,3.145
_00275_,3.145
_16581_,3.13
_13102_,3.12
_17502_,3.12
_11011_,3.11
_15462_,3.11
_00990_,3.1
_01418_,3.1
_01937_,3.1
_02029_,3.1
_02052_,3.1
_03878_,3.1
_03889_,3.1
_04295_,3.1
_04389_,3.1
_04412_,3.1
_05255_,3.1
_05444_,3.1
_05507_,3.1
_06286_,3.1
_06800_,3.1
_07160_,3.1
_07314_,3.1
_07413_,3.1
_07684_,3.1
_07919_,3.1
_08015_,3.1
_08336_,3.1
_08375_,3.1
_09067_,3.1
_09333_,3.1
_09554_,3.1
_09592_,3.1
_09608_,3.1
_10984_,3.1
_11136_,3.1
_11554_,3.1
_11881_,3.1
_11887_,3.1
_12506_,3.1
_13539_,3.1
_14311_,3.1
_14869_,3.1
_14964_,3.1
_15027_,3.1
_15075_,3.1
_15116_,3.1
_15815_,3.1
_17380_,3.1
_18225_,3.1
net96,3.1
_00400_,3.08
_00876_,3.08
_00936_,3.08
_01161_,3.08
_01398_,3.08
_01559_,3.08
_02150_,3.08
_02252_,3.08
_02418_,3.08
_02898_,3.08
_03091_,3.08
_03095_,3.08
_03202_,3.08
_03537_,3.08
_03692_,3.08
_03722_,3.08
_03844_,3.08
_03901_,3.08
_04208_,3.08
_04518_,3.08
_04556_,3.08
_04624_,3.08
_04699_,3.08
_04727_,3.08
_04857_,3.08
_04911_,3.08
_04987_,3.08
_05043_,3.08
_05297_,3.08
_05337_,3.08
_05411_,3.08
_05422_,3.08
_05443_,3.08
_05710_,3.08
_05834_,3.08
_06311_,3.08
_06691_,3.08
_06912_,3.08
_07322_,3.08
_07488_,3.08
_07658_,3.08
_07671_,3.08
_07820_,3.08
_07845_,3.08
_07908_,3.08
_08350_,3.08
_08456_,3.08
_08662_,3.08
_08966_,3.08
_09030_,3.08
_09052_,3.08
_09119_,3.08
